Dipeptide,L3_IDR_Alveolata,L3_IDR_Fungi,L3_IDR_Metazoa,L3_IDR_Rhizaria,L3_IDR_Streptophyta,L3_structure_Alveolata,L3_structure_Fungi,L3_structure_Metazoa,L3_structure_Rhizaria,L3_structure_Streptophyta
TW,0.00023940627244433804,0.0,0.0,0.0,0.0,0.0,0.0,0.0004068348250610252,0.0,0.001455604075691412
TY,0.0007182188173330142,0.0,0.0004892367906066536,0.0,0.0,0.000508001016002032,0.0008992805755395684,0.0012205044751830757,0.0,0.0
VA,0.0016758439071103662,0.0,0.0,0.0,0.0,0.003556007112014224,0.0017985611510791368,0.0028478437754271765,0.006726457399103139,0.0034934497816593887
VC,0.0014364376346660283,0.0,0.0,0.0,0.0,0.010922021844043688,0.011241007194244604,0.010577705451586655,0.006726457399103139,0.005240174672489083
VD,0.0011970313622216902,0.002317497103128621,0.003913894324853229,0.0,0.0011001100110011,0.003556007112014224,0.005845323741007194,0.004882017900732303,0.008968609865470852,0.006404657933042212
VE,0.0033516878142207324,0.0011587485515643105,0.0019569471624266144,0.006711409395973154,0.0033003300330033004,0.002286004572009144,0.00539568345323741,0.00854353132628153,0.0,0.007860262008733625
VF,0.00047881254488867607,0.0,0.0,0.0,0.0,0.000254000508001016,0.0,0.0,0.002242152466367713,0.0002911208151382824
VG,0.0011970313622216902,0.0011587485515643105,0.0004892367906066536,0.0,0.0011001100110011,0.0027940055880111762,0.0008992805755395684,0.005695687550854353,0.004484304932735426,0.0017467248908296944
VH,0.0007182188173330142,0.0,0.0004892367906066536,0.0,0.0016501650165016502,0.0,0.0022482014388489208,0.0020341741253051262,0.0,0.0011644832605531296
VI,0.00047881254488867607,0.0,0.0004892367906066536,0.0,0.00055005500550055,0.000254000508001016,0.0004496402877697842,0.0004068348250610252,0.002242152466367713,0.0008733624454148472
VK,0.0026334689968877186,0.0,0.0019569471624266144,0.013422818791946308,0.00055005500550055,0.003556007112014224,0.0035971223021582736,0.0020341741253051262,0.0,0.001455604075691412
VL,0.0023940627244433805,0.0,0.0009784735812133072,0.0,0.00055005500550055,0.002032004064008128,0.003147482014388489,0.0032546786004882017,0.004484304932735426,0.005822416302765648
VM,0.00047881254488867607,0.0,0.0,0.0,0.00055005500550055,0.0,0.0,0.0008136696501220504,0.0,0.0023289665211062593
VN,0.0019152501795547043,0.0,0.0019569471624266144,0.0,0.0,0.003302006604013208,0.0017985611510791368,0.0032546786004882017,0.002242152466367713,0.004949053857350801
VP,0.0007182188173330142,0.0,0.0009784735812133072,0.0,0.00055005500550055,0.000508001016002032,0.0008992805755395684,0.0004068348250610252,0.0,0.005822416302765648
VQ,0.0007182188173330142,0.0,0.0009784735812133072,0.0,0.0,0.00254000508001016,0.0035971223021582736,0.0008136696501220504,0.006726457399103139,0.0020378457059679767
VR,0.0038305003591094086,0.0011587485515643105,0.0029354207436399216,0.0,0.007150715071507151,0.00254000508001016,0.0022482014388489208,0.0012205044751830757,0.0,0.008733624454148471
VS,0.0023940627244433805,0.0011587485515643105,0.0019569471624266144,0.0,0.00055005500550055,0.00127000254000508,0.003147482014388489,0.0024410089503661514,0.002242152466367713,0.0020378457059679767
VT,0.0009576250897773521,0.0,0.0,0.0,0.0011001100110011,0.003302006604013208,0.0040467625899280575,0.0004068348250610252,0.0,0.004366812227074236
VV,0.0007182188173330142,0.0,0.0014677103718199608,0.0,0.00055005500550055,0.00127000254000508,0.0022482014388489208,0.0004068348250610252,0.004484304932735426,0.0011644832605531296
VW,0.00023940627244433804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VY,0.00047881254488867607,0.0,0.0,0.0,0.0,0.0,0.0004496402877697842,0.0004068348250610252,0.0,0.0
WA,0.0011970313622216902,0.0,0.0,0.0,0.0,0.000508001016002032,0.0,0.0,0.0,0.0
WC,0.00023940627244433804,0.0,0.0,0.0,0.0,0.0,0.0004496402877697842,0.0004068348250610252,0.0,0.0
WD,0.0009576250897773521,0.0034762456546929316,0.0004892367906066536,0.0,0.00055005500550055,0.000254000508001016,0.002697841726618705,0.0020341741253051262,0.002242152466367713,0.004366812227074236
WE,0.0009576250897773521,0.0,0.0004892367906066536,0.0,0.00055005500550055,0.000254000508001016,0.0,0.0008136696501220504,0.0,0.0002911208151382824
WF,0.00047881254488867607,0.0,0.0,0.0,0.0,0.001524003048006096,0.0,0.0,0.0,0.0
WG,0.00047881254488867607,0.0011587485515643105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WH,0.00023940627244433804,0.0,0.0,0.0,0.00055005500550055,0.001016002032004064,0.0,0.0,0.0,0.0
WI,0.0,0.0011587485515643105,0.0,0.0,0.0,0.000508001016002032,0.0,0.0,0.0,0.0
WK,0.00047881254488867607,0.0011587485515643105,0.0,0.0,0.00055005500550055,0.000508001016002032,0.0,0.0,0.0,0.0
WL,0.00047881254488867607,0.0,0.0,0.0,0.0,0.001016002032004064,0.0004496402877697842,0.0,0.0,0.0
WM,0.0,0.0,0.0,0.0,0.0,0.0,0.0004496402877697842,0.0,0.0,0.0
WN,0.0,0.002317497103128621,0.0,0.0,0.0027502750275027505,0.0,0.0,0.0004068348250610252,0.0,0.0
WP,0.00023940627244433804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WQ,0.00023940627244433804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WR,0.0007182188173330142,0.0011587485515643105,0.0,0.0,0.0038503850385038503,0.0,0.0,0.0,0.0,0.0
WS,0.0009576250897773521,0.0,0.0,0.0,0.00055005500550055,0.0,0.0,0.0016273393002441008,0.0,0.0
WT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WV,0.00047881254488867607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002242152466367713,0.0
WY,0.0,0.0,0.0,0.0,0.0,0.000508001016002032,0.0,0.0,0.002242152466367713,0.0
YA,0.0011970313622216902,0.0034762456546929316,0.0009784735812133072,0.0,0.00055005500550055,0.001524003048006096,0.0004496402877697842,0.0032546786004882017,0.0,0.0005822416302765648
YC,0.0007182188173330142,0.0,0.0,0.0,0.0,0.001016002032004064,0.0008992805755395684,0.0,0.0,0.0002911208151382824
YD,0.0019152501795547043,0.012746234067207415,0.0004892367906066536,0.0,0.0022002200220022,0.000508001016002032,0.002697841726618705,0.0,0.002242152466367713,0.0002911208151382824
YE,0.0014364376346660283,0.002317497103128621,0.0014677103718199608,0.0,0.0033003300330033004,0.003302006604013208,0.0044964028776978415,0.004475183075671277,0.002242152466367713,0.0002911208151382824
YF,0.0007182188173330142,0.0,0.0004892367906066536,0.0,0.0,0.000254000508001016,0.0,0.0004068348250610252,0.002242152466367713,0.0011644832605531296
YG,0.0011970313622216902,0.002317497103128621,0.0,0.0,0.0016501650165016502,0.000508001016002032,0.0004496402877697842,0.0004068348250610252,0.0,0.003784570596797671
YH,0.0014364376346660283,0.004634994206257242,0.0004892367906066536,0.0,0.0011001100110011,0.0,0.0,0.0,0.0,0.0
YI,0.00023940627244433804,0.0011587485515643105,0.0004892367906066536,0.0,0.0,0.001016002032004064,0.0008992805755395684,0.0,0.004484304932735426,0.0
YK,0.0014364376346660283,0.002317497103128621,0.0019569471624266144,0.0,0.005500550055005501,0.002032004064008128,0.002697841726618705,0.0,0.0,0.001455604075691412
YL,0.0014364376346660283,0.0,0.0004892367906066536,0.0,0.00055005500550055,0.005842011684023368,0.006744604316546762,0.004882017900732303,0.0,0.0002911208151382824
YM,0.00047881254488867607,0.0,0.0,0.0,0.0,0.001016002032004064,0.0008992805755395684,0.0,0.0,0.002911208151382824
YN,0.0007182188173330142,0.004634994206257242,0.0004892367906066536,0.0,0.0011001100110011,0.000254000508001016,0.0008992805755395684,0.0008136696501220504,0.004484304932735426,0.0
YP,0.00047881254488867607,0.0011587485515643105,0.0,0.006711409395973154,0.0,0.000254000508001016,0.0008992805755395684,0.0,0.0,0.0
YQ,0.0007182188173330142,0.0011587485515643105,0.0,0.0,0.00055005500550055,0.003048006096012192,0.007643884892086331,0.0012205044751830757,0.002242152466367713,0.0002911208151382824
YR,0.007421594445774479,0.01738122827346466,0.0009784735812133072,0.0,0.014301430143014302,0.001016002032004064,0.0022482014388489208,0.0012205044751830757,0.0,0.0005822416302765648
YS,0.0021546564519990424,0.011587485515643106,0.0004892367906066536,0.0,0.0016501650165016502,0.00127000254000508,0.0017985611510791368,0.0016273393002441008,0.0,0.0002911208151382824
YT,0.0007182188173330142,0.0011587485515643105,0.0,0.0,0.0,0.001778003556007112,0.0017985611510791368,0.0004068348250610252,0.0,0.0
YV,0.00023940627244433804,0.0,0.0004892367906066536,0.0,0.0,0.000254000508001016,0.0017985611510791368,0.0,0.0,0.0023289665211062593
YW,0.00023940627244433804,0.0,0.0,0.0,0.00055005500550055,0.0,0.0,0.0,0.0,0.0
YY,0.0014364376346660283,0.002317497103128621,0.0,0.0,0.0022002200220022,0.003556007112014224,0.0,0.0012205044751830757,0.002242152466367713,0.0002911208151382824
